Title,Company,City,Salary,Summary,AverageSalary,Higher_Salary,Category,City_RichmondVA,City_LincolnNE,City_TampaFL,City_AnnArborMI,City_NewYorkNY,City_SaltLakeCityUT,City_SanFranciscoCA,City_PhoenixAZ,City_SeattleWA,City_WashingtonDC,Summary_analyst,Summary_architect,Summary_data,Summary_intelligence,Summary_business,Summary_engineer,Summary_analysis,Summary_big,Summary_research,Summary_architecture,Company_WiproLTD,Company_CreditAcceptance,Company_UniversityofUtah,Company_RallyHealth,Company_LosAngelesHomelessServicesAuthority,Company_KingCounty,Company_LogicRule,Company_USDepartmentofJustice,Company_AbbottLaboratories,Company_CapitalOne
Data Architect,VariQ,"Rockville, MD",None,"Troubleshoot data quality issues. VariQ is seeking a Data Architect /Lead Data Scientist for a long-term contract with a Federal client in Rockville, MD....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect (1.0 FTE),Essentia Health,"Duluth, MN",None,Creates data architecture strategies for each subject area of the enterprise data model. Experience with enterprise data integration and ETL in support of...,77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Integration Developer,IBM,"Research Triangle Park, NC","$74,000 - $112,000 a year (Indeed est.)","Data and technology are transforming industries, society, and even the workplace by creating professions that did not exist before the emergence of data , cloud,...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Enterprise Data Architect,Syracuse University,"Syracuse, NY",None,"Job Title IT Enterprise Data Architect . The IT Enterprise Data Architect is required for the designing, modeling, and presentation of data ....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Analysts, Data Architects, Data Migration Consultants",LumenData,"Santa Clara, CA",None,Data Migration Consultant. Be able to build data queries in PL/SQL and data mapping in Informatica products (PowerCenter and IDQ)....,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System Integrator Lead for Data Migration,Logic Rule,"Bellevue, WA",$29.20 - $33.58 an hour,"Solution Architect of Data Migration project. At least 5+ years functioning as a Data Architect . Expertise in Data Modeling (Entity-Relationship Diagrams, Data ...",72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chief Architect of Enterprise Architecture (JR1004811),Broadridge,"Newark, NJ",None,You’ll construct a high-level conceptual data model showing core business objectives (entities) and their data relationships and an Enterprise Ontology...,70908.54176338225,0,G,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VP, Data Architect - Real Time Streaming",Citi,"Irving, TX",None,The Real Time Streaming Data Architect is responsible for orchestrating a forward looking technology plan for Global Consumer Bank’s Data and Analytics...,72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Tableau Architect,PDT Partners,"New York, NY",None,"Model and transform data to provide efficient and fast access to data . Collaborate across multiple teams and functions, understanding business needs to present...",71918.28642193999,0,E,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,"Karsun Solutions, LLC","Herndon, VA",None,"S/he will work with senior architects to design, plan, and realize ‘as a service’ solutions for the Data Platform....",78608.25930146637,1,I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Information Architect,JP Morgan Chase,"Columbus, OH","$122,000 - $172,000 a year (Indeed est.)",At least 3 years in a Data Architecture or Data Management role. Well versed with Logical Data Modeling & Physical Data Modeling using tools like Erwin....,134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Architect - Mainframe Modernization,Prolifics,"Boston, MA",None,Data Strategy and Architecture more data architecture experience. Strong experience with data abstraction and virtualization....,77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Solutions Architect - Data Warehouse specialist,"Amazon Web Services, Inc.","Santa Monica, CA",None,"Data Migration and Integration. Are you a Data Warehousing specialist? We are looking for a DW Specialist Solutions Architect (DW SA), who will be the Subject...",72549.68562648966,0,J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Architect,Incentive Technology Group (ITG),"Washington, DC","$102,000 - $155,000 a year (Indeed est.)",The business architect will be directly responsible for:. Collaborating with technical architects to validate that technical design meets business needs....,135752.79778455387,1,E,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect Technical Specialist,The Aerospace Corporation,"Kennedy Space Center, FL",None,"Ability to create, maintain, update and enhance taxonomies, data dictionaries, data models and data standards....",70866.58877239976,0,J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterprise Architect,Caelum Research Corporation,"Washington, DC",None,"Advises on selection of technological purchases with regards to processing, data storage, data recovery, and data architecture....",77801.54292388442,1,E,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Enterprise Data Architect,MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC,"Carmel, IN",None,"A minimum of ten years of related experience as a data architect highly desirable, demonstrating hands-on experience in enterprise data architecture, data ...",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chief Data Architect,Health & Human Services Comm,"Austin, TX","$8,469 - $13,750 a month","Provides guidance on data design and acquisition strategies for the development and implementation of data analytics, master data management, data warehouse,...",129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Systems Architect, Big Data & Advanced Analytics: Drug Discovery",Novartis,"East Hanover, NJ","$111,000 - $156,000 a year (Indeed est.)","Novartis is actively seeking a Systems Architect , Big Data & Advanced Analytics:. Good understanding of Data Management concepts and Architecture....",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect - Journeyman,"Koniag, Inc.","St. Louis, MO",None,"Works in a data warehouse environment, which includes data design, database architecture, and metadata repository creation....",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Business Intelligence Data Architect,Integrated DataServices (IDS),United States,None,"This position requires a minimum of 5 years of experience with complex data modelling, data source connectivity, data transformation, load optimization and...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software/Data Architect,NCR,"Atlanta, GA","$112,000 - $159,000 a year (Indeed est.)","NCR is looking for a Software/ Data Architect to develop database and big data solutions. Experience with SQL and SQL server, Big Data infrastructure and...",135160.02165197485,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,"US Ecology, Inc.","Boise, ID",None,"Take charge of data governance, master data management, metadata management and conceptual data modeling. Lead development of enterprise and platform-specific...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Architect,Spokeo,"Pasadena, CA",None,"Experience with Data Governance, Data Quality, and Data Security controls. As the Senior Data Architect , you will help define the logical architecture that...",78366.39269657126,1,I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Architect,OHIO NATIONAL FINANCIAL SERVICES,"Cincinnati, OH",None,"The Data Architect is responsible for leading the design, implementing and maintaining an enterprise data architecture....",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Architect - Big Data / EDW,GEICO,"Chevy Chase, MD",None,Minimum 5 years’ experience as a Big Data or Enterprise Data Warehouse Data Architect . Data Warehouse experience. Perform data profiling using SQL....,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analytical Architect, Dallas, TX or Toledo, OH",CRH,"Dallas, TX","$105,000 - $158,000 a year (Indeed est.)","Bachelor’s degree in Information Management, Computer Science or closely related field with 10+ years of solution architect , project management, data analytics...",133432.38730947627,1,E,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Solutions Architect,ClearScale LLC,"San Francisco, CA","$119,000 - $167,000 a year (Indeed est.)",The Data Engineer will support our software developers and solution architects on big data projects and will ensure that data delivery architecture matches the...,136779.48847821372,1,I,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Architect,Bank of America,"Charlotte, NC",None,"As an Architect you will be expected to:. Experience in Digital Banking solutions, Workflow & Robotic Process Automation, and Data Analytics....",72549.68562648966,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Modeler,The Hartford,"Hartford, CT",None,"Experience in Data Management best practices, Data Integration, Data Rationalization and Data Patterns. Perform rigorous data analysis and data discovery and...",74848.76062134402,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Architect,O'Reilly Auto Parts,"Springfield, MO",None,"10+ years of experience in data warehouse, data migration or integration. Work with business analysts, source system support teams, and other partners to...",70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect w/MarkLogic experience,Unisys,"Springfield, VA",None,Create inventory of enterprise’s data and store data in easily accessible format. Assess the enterprise’s internal and external data and design blueprint to...,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,Americold,"Atlanta, GA",None,"A Data Architect will design, develop, manage and determine how an enterprise’s data will be stored and utilized....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Warehouse Architect,Aptean,"Alpharetta, GA",None,Participates in identifying and recruiting potential architects . Creates a community of architects within the company....,78608.25930146637,1,I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Architect, Senior",Booz Allen Hamilton,"Washington, DC",None,"Data Architect , Senior. 10+ years of experience with data modeling, data administration, and database design or database administration....",71870.63073599999,0,I,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterprise Data Platform Architect Senior,Novant,"Fort Mill, SC",None,"Collaborates with solution architects , infrastructure architects , application architects and designers to understand business requirements and deliver data ...",77360.96363452614,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Architect,S&P Global,"New York, NY",None,At least 3 years experience in a global scale organization ideally in commodity and/or financial markets working on relevant Big Data and IT projects as cloud...,73819.63637721233,0,I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid. Data Architect,Unisys,"Reston, VA",None,"Lead and manage data augmentation, clean up and data quality issue resolution.; Build analytical solutions and models by manipulating large data sets and...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Solution Architect,LOCKHEED MARTIN CORPORATION,"Fort Worth, TX","$119,000 - $168,000 a year (Indeed est.)","Perform data modeling, data architecture map, data governance for data at rest. Work through all stages of a data solution lifecycle, e.g., analyze / profile...",133306.36244278148,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Architect,"Torch Technologies, Inc.","Colorado Springs, CO",None,"Services, operational data stores, data warehouses, data . Architectures, data management systems, and data . Employing technologies such as data pipelines, data ....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterprise Data Management (EDM) Developer,BCD Travel Corporate,"Atlanta, GA",None,Coordinate with enterprise data architects to implement best practices and methodologies in master data domain physical data model design....,77659.57379018195,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft BI Architect,visualbi,"Plano, TX",None,"Analytics + Information Management experience (Business Intelligence Reporting, Data Warehouse/ETL), Data analysis experience with BI tools, Performance tuning...",75220.40977300315,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manufacturing Data Architect,FCA,"Auburn Hills, MI",None,Data Ingestion- moving source system data to a unified data lake. Data Modeling - determining field-level data usage....,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Architect,Providence Health & Services,"Beaverton, OR",None,"6 years’ experience as data architect using Informatica platform (PowerCenter, IDQ, MDM, B2B). Providence is calling a Principal Data Architect to Providence...",77659.57379018195,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Warehouse Architect,Safety National,"St. Louis, MO",None,"Architect physical data models. Translation of business needs into industry standard feasible and acceptable data centric semantic layer designs, including but...",70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director, Data Architecture",Fidelity Investments,"Boston, MA",None,"Your proven experienceworking with data modeling, data analysis, data preparation and data catalogtools. Collaborate withsolution architects to define the...",79558.34612524789,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Architect,"TrueCar, Inc.","Santa Monica, CA",None,"8+ years of experience in the data space spanning data modeling, integration, ETL and Data pipeline design and implementation....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,Dartmouth College,"Hanover, NH",None,"Working knowledge of data warehousing concepts and design patterns, including designing schemas, data flows and data object models....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Architect,Fiserv,"Chicago, IL",None,"5+ years of experience in data modeling, data engineering, data mining and/or data analytics. What does a great Advisory Big Data Architect ?...",67863.08851168634,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Data Architect, Data Lake & Analytics - Nationwide Opportunities","Amazon Web Services, Inc.",United States,None,"Demonstrated industry leadership in the fields of database, data warehousing or data sciences. These professional services engagements will focus on customer...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JIRA-Architect,Wipro LTD,"Redwood City, CA","$107,000 - $161,000 a year (Indeed est.)","JIRA Big Data Desirable Skills:. As a Senior Architect , you are responsible for providing technical leadership to medium size/complexity/order-value enterprise...",134736.70208553912,1,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Architect,C.H. Robinson,"Eden Prairie, MN",None,"Architect , design, deliver, test, and troubleshoot complex data implementations. The Data Architect must have a deep knowledge of the traditional data and...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director, Data Architecture",PrimeRevenue,"Atlanta, GA",None,"This individual will be part of multi-disciplinary team including data architects , BI developers, technical architects , data scientist, engineering, and...",73787.59561676344,0,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,SullivanCotter,"Minneapolis, MN",None,Minimum of 5 years’ data architect experience working with significant data management responsibilities and analytical tools....,77659.57379018195,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Data Architect,Capgemini,"West Chester, PA","$103,000 - $144,000 a year (Indeed est.)","This includes the Software Architect . Delivery Architects assess a project’s technical feasibility, as well as implementation risks....",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,Innove LLC,"Randolph, TX",None,"The SME will ensure proposed solutions will define and apply data policies in data discovery, data analysis and data architecture design across the enterprise;...",79316.47952035278,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Database Administrator - Data Replication,BOEING,"North Charleston, SC",None,"Designs, develops and maintains data replication solutions. Collaborates with architects and technical specialists to identify proper hardware and software...",77659.57379018195,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Integration Developer,Bank of America,"Charlotte, NC",None,"Data Virtualization using Cisco’s Information Server (Composite). Analyze source data /file structures, technical metadata, profile source data and develop data ...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENIOR DATA ARCHITECT,Intouch Solutions,"Overland Park, KS",None,The Senior Data Architect will primarily focus on data operations. What does a Senior Data Architect do? Adobe Campaign data architecture and integration....,77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Architect,Naval Nuclear Laboratory,"West Mifflin, PA",None,"Experience with service oriented architecture, web services, application programming interfaces, enterprise data management, enterprise data operations, data ...",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Architect - Data Lake & Analytics - Nationwide Opportunities,"Amazon Web Services, Inc.",United States,None,"Demonstrated industry leadership in the fields of database, data warehousing or data sciences. These professional services engagements will focus on customer...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,KSM Consulting,"Indianapolis, IN",None,"Working closely with a team comprised of data engineers, data architects , data scientists, business analysts, project managers, and solution architects ....",73792.48098547832,0,I,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect : 19-01914,Akraya Inc.,"San Jose, CA",None,"Data Architect , Data Modeling, Mathematics or Statistics or Applied Mathematics or Computer Science, MySQL, BI, Data Warehouse, SAS or R or SPSS....",72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect,AIG,"Brentwood, TN",None,"This includes applying data cleansing, data mapping, data transformation and data standardization techniques....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUHA AJ22 - Data Architect,Medical University of South Carolina,"Charleston, SC",None,The Data Architect has responsibility for end-to-end architecture of data as part of the MUSC Data Function. The Data Architect works with limited supervision...,77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sr Data Engineer/Data Architect,"Audible, Inc.","Newark, NJ",None,Hands on experience in Data Warehouse (DWH) environment with data integration/ETL of large and complex data sets....,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Finance Systems - Data Architect,Vanguard,"Malvern, PA","$116,000 - $164,000 a year (Indeed est.)",This Data Architect will develop the data strategy considering current and known future business demands leveraging all available innovative data technology...,130223.64187126348,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterprise Architect, HathiTrust",University of Michigan,"Ann Arbor, MI",None,"The Enterprise Architect will define and prioritize those investments by leading the effort to assess needs, plan our technology roadmap, and implement it....",72549.68562648966,0,E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Architect,Federal Reserve Bank of St. Louis,"St. Louis, MO",None,"Current knowledge building data models, business data layer using data federation and master data management....",70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Staff Data Architect,Illumina,"San Diego, CA",None,"Experience enabling big data , data analytics and informatics through the implementation and integration of technology....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,Netflix,"Los Gatos, CA",None,"Engineer efficient, adaptable and scalable data architecture including data ingestions and access layers to process unstructured big data to build robust data ...",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Enterprise Architect,Zendesk,"San Francisco, CA",None,"Working as a senior technical decision maker with a high data volume, globally available, web application....",70354.1767830483,0,E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Data Application Architect,Huntington Bank,"Columbus, OH","$114,000 - $161,000 a year (Indeed est.)","Performs application architect responsibilities supporting IBM MDM environment, as well as legacy customer master data environment....",133432.38730947627,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Architect - Enterprise Data Warehouse, Full-time, Days",Northwestern Medicine,"Chicago, IL",None,The Data Architect must have expert level knowledge and experience in data modeling and database design. The Data Architect is responsible for delivering data ...,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platform Architect - Tableau,PwC,"Tampa, FL","$105,000 - $149,000 a year (Indeed est.)",The primary focus of this team is to identify trends in performance of qualitative and quantitative data related to IT Operations and propose innovative...,129224.00971730665,1,E,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domain Data Architect,American Century Investments,"Kansas City, MO",None,"5+ years of data architect experience. Develop and maintain a conceptual data architecture framework, roadmap, and design standards for data warehousing, big...",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Senior Big Data Architect,Albertsons Companies,"Pleasanton, CA",None,"Expert in fields of data quality, data profiling, data security, master data concepts, data governance, machine learning and data migration....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director, IT Strategy, Data & Market Analytics",Gartner,"Chicago, IL",None,O Big Data and Analytics. Demonstrated ability to formulate data and analytics strategic roadmaps. Demonstrated ability to decompose business problems into data ...,70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Architect for Data Replication/Local Replication,Huawei,"Framingham, MA",None,"Responsible for innovative design of Huawei storage next generation products for data copy, data replication, disaster recovery and business continuity....",70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Principal Architect,SPR,"Chicago, IL",None,"DATA PRINCIPAL ARCHITECT . You must demonstrate a deep understanding of data analytics best practices, and expertise in data modeling, data cleansing, data ...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare Data Architect,HealthAxis Group,"Jacksonville, FL",None,"Demonstrated knowledge of data structure, data systems/tools and data management practices in a complex, global organization....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solution Architect,Rackspace,Remote,"$108,000 - $153,000 a year (Indeed est.)","Map and load standard object data into Salesforce. Create and maintain system-related documentation, such as business requirements, process flows, data maps,...",130223.64187126348,1,E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Architect MDM/PIM,CGI Veterans Jobs,"Providence, RI",None,Data Architect MDM/PIM. We're seeking a solid PIM Data Architect with hands-on leadership experience in implementing PIM/MDM data quality products (specifically...,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solution Architect,Bank of America,"Charlotte, NC",None,"Identity matching and data survivorship. Prior experience with processes impacting client data , preferably AML/KYC processes....",70866.58877239976,0,E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intern Architect,HNTB,"Dallas, TX",None,"Our Dallas, TX office is seeking an Intern Architect for Summer 2019! Compiles data , performs basic computations and prepares working drawings on projects of...",70866.58877239976,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Princ'l Arch't,Data Mgmt-SQL",BNY Mellon,"Jersey City, NJ",None,"We are working on a large data lake implementation for the Data Management Integration group, where our team, the Integrated Business Data (IBD) team, develops...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Warehouse / BI Architect,Jacobs,"Monterey Park, CA",None,"Experience with multiple data marts such as MSSQL, Oracle and other data visualization tools such as MS Visual Studio....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI Data Warehouse Architect- Senior Associate,Guidehouse,"Washington, DC",None,The Business Intelligence and Data Warehouse (BI & DW) Architect will join the ERP / BI Solutions Team. O Erwin for Data Modeling....,73240.58736787453,0,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Architect/Manager,Putnam Investments,"Boston, MA",None,"Candidate will lead Digital Technology’s Data group in business and technical conversations related to Master Data Management, Data warehousing, and serving...",69923.12253253056,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
